www.test1.com,6
www.test2.com,20
www.test3.com,10
www.test4.com,75
www.test5.com,24
www.test6.com,34
www.test7.com,53
www.test8.com,25
www.test9.com,26
www.test10.com,72
www.test11.com,15
www.test12.com,24
www.test13.com,35
www.test14.com,64
www.test15.com,75
www.test16.com,46
www.test17.com,35
www.test18.com,46
www.test19.com,23
www.test20.com,46
www.test21.com,46
www.test22.com,73
www.test23.com,75
www.test24.com,45
www.test25.com,75
www.test26.com,45
www.test27.com,62
www.test28.com,4
www.test29.com,24
www.test30.com,46
